dim w1 = 15
dim w2 = 15
dim w3 = 15
dim w4 = 15
dim w5 = 15
dim w6 = 15
dim w7 = 15
dim w8 = 15
dim w9 = 15
dim w10 = 15
dim w11 = 15
dim w12 = 15
dim w13 = 15
dim w14 = 15
dim w15 = 15
dim w16 = 15
dim w17 = 15
dim w18 = 15
dim w19 = 15
dim w20 = 15
dim w21 = 15
dim w22 = 15
dim w23 = 15
dim w24 = 15
dim w25 = 15
dim w26 = 15
dim w27 = 15
dim w28 = 15
dim w29 = 15
dim w30 = 15
dim w31 = 15
dim w32 = 15
dim w33 = 15
dim w34 = 15
dim w35 = 15
dim w36 = 15
dim w37 = 15
dim w38 = 15
dim w39 = 15
dim w40 = 15
dim w41 = 15
dim w42 = 15
dim w43 = 15
dim w44 = 15
dim w45 = 15
dim w46 = 15
dim w47 = 15
dim w48 = 15
dim w49 = 15
dim w50 = 15
dim w51 = 15
dim w52 = 15
dim w53 = 15
dim w54 = 15
dim w55 = 15
dim w56 = 15
dim w57 = 15
dim w58 = 15
dim w59 = 15
dim w60 = 15
dim w61 = 15
dim w62 = 15
dim w63 = 15
dim w64 = 15
dim w65 = 15
dim w66 = 15
dim w67 = 15
dim w68 = 15
dim w69 = 15
dim w70 = 15
dim w71 = 15
dim w72 = 15
dim w73 = 15
dim w74 = 15
dim w75 = 15
dim w76 = 15
dim w77 = 15
dim w78 = 15
dim w79 = 15
dim w80 = 15
dim w81 = 15
dim w82 = 15
dim w83 = 15
dim w84 = 15
dim w85 = 15
dim w86 = 15
dim w87 = 15
dim w88 = 15
dim w89 = 15
dim w90 = 15
dim w91 = 15
dim w92 = 15
dim w93 = 15
dim w94 = 15
dim w95 = 15
dim w96 = 15
dim w97 = 15
dim w98 = 15
dim w99 = 15
dim w100 = 15
dim w101 = 15
dim w102 = 15
dim w103 = 15
dim w104 = 15
dim w105 = 15
dim w106 = 15
dim w107 = 15
dim w108 = 15
dim w109 = 15
dim w110 = 15
dim w111 = 15
dim w112 = 15
dim w113 = 15
dim w114 = 15
dim w115 = 15
dim w116 = 15
dim w117 = 15
dim w118 = 15
dim w119 = 15
dim w120 = 15
dim w121 = 15
dim w122 = 15
dim w123 = 15
dim w124 = 15
dim w125 = 15
dim w126 = 15
dim w127 = 15
dim w128 = 15
dim w129 = 15
dim w130 = 15
dim w131 = 15
dim w132 = 15
dim w133 = 15
dim w134 = 15
dim w135 = 15
dim w136 = 15
dim w137 = 15
dim w138 = 15
dim w139 = 15
dim w140 = 15
dim w141 = 15
dim w142 = 15
dim w143 = 15
dim w144 = 15
dim w145 = 15
dim w146 = 15
dim w147 = 15
dim w148 = 15
dim w149 = 15
dim w150 = 15
dim w151 = 15
dim w152 = 15
dim w153 = 15
dim w154 = 15
dim w155 = 15
dim w156 = 15
dim w157 = 15
dim w158 = 15
dim w159 = 15
dim w160 = 15
dim w161 = 15
dim w162 = 15
dim w163 = 15
dim w164 = 15
dim w165 = 15
dim w166 = 15
dim w167 = 15
dim w168 = 15
dim w169 = 15
dim w170 = 15
dim w171 = 15
dim w172 = 15
dim w173 = 15
dim w174 = 15
dim w175 = 15
dim w176 = 15
dim w177 = 15
dim w178 = 15
dim w179 = 15
dim w180 = 15
dim w181 = 15
dim w182 = 15
dim w183 = 15
dim w184 = 15
dim w185 = 15
dim w186 = 15
dim w187 = 15
dim w188 = 15
dim w189 = 15
dim w190 = 15
dim w191 = 15
dim w192 = 15
dim w193 = 15
dim w194 = 15
dim w195 = 15
dim w196 = 15
dim w197 = 15
dim w198 = 15
dim w199 = 15
dim w200 = 15
dim w201 = 15
dim w202 = 15
dim w203 = 15
dim w204 = 15
dim w205 = 15
dim w206 = 15
dim w207 = 15
dim w208 = 15
dim w209 = 15
dim w210 = 15
